Closure,99,1,3,1
Closure,100,1,9,1
Closure,101,1,1,1
Closure,102,1,1,1
Closure,103,3,1,2
Closure,104,1,1,1
Closure,105,1,1,1
Closure,106,2,3,2
Closure,107,1,1,1
Closure,108,1,1,1
Closure,109,1,2,1
Closure,110,1,2,2
Closure,111,1,1,1
Closure,112,1,2,1
Closure,113,1,1,1
Closure,114,1,1,1
Closure,115,1,7,1
Closure,116,2,6,1
Closure,117,1,1,1
Closure,118,1,2,1
Closure,119,1,1,1
Closure,120,1,1,1
Closure,121,1,1,1
Closure,122,1,3,1
Closure,123,1,1,1
Closure,124,1,1,1
Closure,125,1,1,1
Closure,126,1,2,1
Closure,127,1,6,1
Closure,128,1,1,1
Closure,129,1,1,1
Closure,130,1,1,1
Closure,131,1,2,1
Closure,132,1,1,1
Closure,133,1,1,1
Lang,1,1,1,1
Lang,2,1,1,1
Lang,3,1,1,1
Lang,4,1,1,1
Lang,5,1,1,1
Lang,6,1,1,1
Lang,7,1,1,1
Lang,8,2,1,1
Lang,9,2,1,1
Lang,10,2,1,1
Lang,11,1,1,1
Lang,12,1,2,1
Lang,13,1,1,1
Lang,14,1,1,1
Lang,15,1,2,1
Lang,16,1,1,1
Lang,17,1,1,1
Lang,18,1,1,1
Lang,19,1,2,1
Lang,20,1,2,1
Lang,21,1,1,1
Lang,22,1,2,1
Lang,23,1,1,1
Lang,24,1,1,1
Lang,25,1,1,1
Lang,26,1,1,1
Lang,27,1,1,1
Lang,28,1,1,1
Lang,29,1,1,1
Lang,30,1,10,1
Lang,31,1,2,1
Lang,32,1,1,1
Lang,33,1,1,1
Lang,34,1,27,1
Lang,35,1,1,1
Lang,36,1,2,1
Lang,37,1,1,1
Lang,38,1,1,1
Lang,39,1,1,1
Lang,40,1,1,1
Lang,41,1,2,1
Lang,42,1,1,1
Lang,43,1,1,1
Lang,44,1,1,1
Lang,45,1,1,1
Lang,46,1,1,1
Lang,47,1,2,1
Lang,48,1,1,1
Lang,49,1,1,1
Lang,50,1,2,1
Lang,51,1,1,1
Lang,52,1,1,1
Lang,53,1,1,1
Lang,54,1,1,1
Lang,55,1,1,1
Lang,56,1,1,1
Lang,57,1,11,1
Lang,58,1,1,1
Lang,59,1,1,1
Lang,60,1,1,1
Lang,61,1,2,1
Lang,62,1,1,1
Lang,63,1,1,1
Lang,64,1,1,1
Lang,65,1,1,1
Chart,1,1,1,1
Chart,2,1,2,1
Chart,3,1,1,1
Chart,4,10,3,1
Chart,5,1,1,1
Chart,6,1,2,1
Chart,7,1,1,1
Chart,8,1,1,1
Chart,9,1,1,1
Chart,10,1,1,1
Chart,11,1,1,1
Chart,12,1,1,1
Chart,13,1,1,1
Chart,14,2,2,2
Chart,15,1,1,1
Chart,16,1,8,1
Chart,17,1,1,1
Chart,18,3,2,2
Chart,19,1,2,1
Chart,20,1,1,1
Chart,21,1,1,1
Chart,22,1,6,1
Chart,23,1,1,1
Chart,24,1,1,1
Chart,25,1,4,1
Chart,26,19,3,1
Math,1,2,1,2
Math,2,1,1,1
Math,3,1,1,1
Math,4,2,1,2
Math,5,1,1,1
Math,6,7,16,7
Math,7,1,1,1
Math,8,1,1,1
Math,9,1,1,1
Math,10,1,1,1
Math,11,1,1,1
Math,12,3,1,1
Math,13,1,1,1
Math,14,1,1,2
Math,15,1,1,1
Math,16,1,2,1
Math,17,1,1,1
Math,18,1,1,1
Math,19,1,1,1
Math,20,1,1,1
Math,21,1,2,1
Math,22,2,1,2
Math,23,1,1,1
Math,24,1,1,1
Math,25,1,1,1
Math,26,1,1,1
Math,27,1,1,1
Math,28,1,1,1
Math,29,1,3,1
Math,30,1,1,1
Math,31,2,1,1
Math,32,1,1,1
Math,33,1,1,1
Math,34,1,1,1
Math,35,1,4,1
Math,36,1,2,1
Math,37,1,4,1
Math,38,1,1,1
Math,39,1,1,1
Math,40,1,1,1
Math,41,1,1,1
Math,42,1,1,1
Math,43,2,3,1
Math,44,1,1,1
Math,45,1,1,1
Math,46,1,2,1
Math,47,1,2,1
Math,48,1,1,1
Math,49,1,1,1
Math,50,1,1,1
Math,51,1,1,1
Math,52,1,1,1
Math,53,1,1,1
Math,54,1,1,1
Math,55,1,1,1
Math,56,1,1,1
Math,57,1,1,1
Math,58,1,1,1
Math,59,1,1,1
Math,60,1,1,1
Math,61,1,1,1
Math,62,1,1,1
Math,63,1,1,1
Math,64,1,2,1
Math,65,1,1,1
Math,66,2,2,1
Math,67,1,1,1
Math,68,1,2,1
Math,69,2,1,1
Math,70,1,1,1
Math,71,2,1,2
Math,72,1,1,1
Math,73,1,1,1
Math,74,1,1,1
Math,75,1,1,1
Math,76,1,2,1
Math,77,2,1,2
Math,78,1,1,1
Math,79,1,1,1
Math,80,1,1,1
Math,81,1,1,1
Math,82,1,1,1
Math,83,1,1,1
Math,84,1,2,1
Math,85,1,1,1
Math,86,1,2,1
Math,87,1,1,1
Math,88,1,1,1
Math,89,1,1,1
Math,90,1,1,1
Math,91,1,1,1
Math,92,1,1,1
Math,93,1,1,1
Math,94,1,1,1
Math,95,1,1,1
Math,96,1,1,1
Math,97,1,1,1
Math,98,2,1,2
Math,99,1,2,1
Math,100,1,1,1
Math,101,2,1,1
Math,102,3,2,1
Math,103,1,1,1
Math,104,1,1,1
Math,105,1,1,1
Math,106,1,1,1
Mockito,1,12,10,1
Mockito,2,2,2,1
Mockito,3,4,6,1
Mockito,4,2,3,1
Mockito,5,1,1,1
Mockito,6,3,4,1
Mockito,7,1,1,1
Mockito,8,1,1,1
Mockito,9,1,3,1
Mockito,10,1,1,1
Mockito,11,1,2,1
Mockito,12,3,5,1
Mockito,13,1,1,1
Mockito,14,1,1,2
Mockito,15,1,1,1
Mockito,16,1,1,2
Mockito,17,1,1,2
Mockito,18,1,1,1
Mockito,19,1,1,5
Mockito,20,2,6,1
Mockito,21,1,1,1
Mockito,22,1,1,1
Mockito,23,1,1,1
Mockito,24,2,1,1
Mockito,25,1,6,1
Mockito,26,4,1,1
Mockito,27,1,1,1
Mockito,28,1,1,1
Mockito,29,1,1,1
Mockito,30,1,1,2
Mockito,31,1,1,1
Mockito,32,1,1,1
Mockito,33,1,2,1
Mockito,34,2,1,1
Mockito,35,1,4,1
Mockito,36,2,1,1
Mockito,37,2,1,1
Mockito,38,2,1,1
Time,1,1,1,2
Time,2,1,1,2
Time,3,1,5,1
Time,4,1,1,1
Time,5,1,3,1
Time,6,1,5,1
Time,7,1,2,1
Time,8,1,1,1
Time,9,1,1,1
Time,10,2,1,1
Time,11,1,1,1
Time,12,2,4,2
Time,13,1,1,1
Time,14,1,8,1
Time,15,1,1,1
Time,16,1,7,1
Time,17,1,1,1
Time,18,1,1,1
Time,19,1,1,1
Time,20,1,1,1
Time,21,1,2,1
Time,22,2,1,1
Time,23,1,1,1
Time,24,1,7,1
Time,25,1,3,1
Time,26,1,8,1
Time,27,1,1,1
